complaint_id,establishment_id,department_id,description,category,priority,status,created_at
af481614-389b-497d-9697-fae57d22c1fb,78fea151-1c38-4cf4-b0dd-dd4b67a0b213,d8ef4900-75f2-4b9f-9815-b7dc608e0862,Safety violation,Hygiene,Medium,Pending,2026-07-12T13:03:34.386375
e14da462-dc0f-47ca-884a-aa59285785b0,e3537772-d093-496d-aa11-4fc29691197d,d8ef4900-75f2-4b9f-9815-b7dc608e0862,Pollution complaint,Fire,High,Pending,2026-07-12T13:03:34.386381
acd7e9b1-2129-4559-8a64-230e0ec4b3a1,bfb7f1c1-f245-4a53-ade4-3d33520e267d,d8ef4900-75f2-4b9f-9815-b7dc608e0862,Safety violation,Environmental,Medium,Pending,2026-07-12T13:03:34.386387
6ad11873-bbcb-4aea-adda-24b1b620146e,29eced70-3655-4dc0-ab70-12dc5adeb3bb,d8ef4900-75f2-4b9f-9815-b7dc608e0862,Pollution complaint,Hygiene,High,Pending,2026-07-12T13:03:34.386394
389a990d-b0a5-4e2d-b0cc-8ded8279394b,3e1ff429-33a6-4baf-b12b-670df4c75c15,a338e2f8-957f-46aa-8d6e-5d00ffabcfda,Odour issue,Fire,Low,Pending,2026-07-12T13:03:34.386401
d63d94d2-ef63-40f1-bc06-35bd1a007687,37b7e49e-8579-44bc-82a9-0bf5691c1f11,d8ef4900-75f2-4b9f-9815-b7dc608e0862,Pollution complaint,Fire,Medium,Pending,2026-07-12T13:03:34.386407
4efd732c-5e76-485f-ba37-edeb842bcd14,d7002381-bbee-4350-a0a7-61bdd754bc82,d8ef4900-75f2-4b9f-9815-b7dc608e0862,Pollution complaint,Environmental,High,Pending,2026-07-12T13:03:34.386415
663ceb82-4a6a-4ea1-86ab-8d7a3fec6f45,3e1ff429-33a6-4baf-b12b-670df4c75c15,a338e2f8-957f-46aa-8d6e-5d00ffabcfda,Safety violation,Fire,Low,Pending,2026-07-12T13:03:34.386420
cf817349-5ae3-40ee-8b0c-10252ad8b95d,72de0457-efcb-460c-963f-6ba702a086ad,24353874-868b-46b4-8ac7-58527ba25067,Pollution complaint,Fire,High,Pending,2026-07-12T13:03:34.386428
4bdeea89-3356-4aa4-8226-0551c911dfa2,f295a0aa-f7f1-40a6-b4cf-a209edf6ad32,718472ee-2192-4e7b-9d38-124525a57358,Pollution complaint,Fire,Medium,Pending,2026-07-12T13:03:34.386436
7033117a-b418-428f-b902-d76248f48e32,f3d8cd5e-eabc-44f1-bc91-f216c53e60bf,24353874-868b-46b4-8ac7-58527ba25067,Odour issue,Environmental,Medium,Pending,2026-07-12T13:03:34.386443
d34e4047-da45-435b-a20f-1977dd5140e8,4c895d96-794d-4092-a5c6-69a376f6955b,718472ee-2192-4e7b-9d38-124525a57358,Pollution complaint,Environmental,Low,Pending,2026-07-12T13:03:34.386449
77461292-f9bd-45ef-bd2b-0161d3635f91,6c3d5867-6b97-448d-84fa-974844ec6fd1,17c8b7df-21cc-4394-b4da-f0a1a25a0349,Pollution complaint,Fire,High,Pending,2026-07-12T13:03:34.386456
1ad02a0a-e529-489d-bbce-3df5de76903c,134c0c54-20b9-4d56-a4c7-ebb374a36969,a338e2f8-957f-46aa-8d6e-5d00ffabcfda,Pollution complaint,Environmental,Low,Resolved,2026-07-12T13:03:34.386462
72ee5740-aa6c-4a15-ae37-ce6132144607,e907b009-8dc6-432a-bf78-6bb1eddaf013,a338e2f8-957f-46aa-8d6e-5d00ffabcfda,Safety violation,Environmental,Low,Resolved,2026-07-12T13:03:34.386470
20110097-0feb-4d4b-8d76-3630d5b8f013,f3b7244f-ccbd-423a-baf9-ec39ac37c75e,718472ee-2192-4e7b-9d38-124525a57358,Odour issue,Environmental,High,Resolved,2026-07-12T13:03:34.386476
7746279b-f953-4e3e-88b7-0e723888d534,2c820b45-9cac-4366-81bf-57a227475ca5,24353874-868b-46b4-8ac7-58527ba25067,Pollution complaint,Hygiene,High,Pending,2026-07-12T13:03:34.386483
d0db2b16-f0e8-496e-bba1-7c04a497b001,5fc8740d-0d4e-4066-8af9-f0cfbdbcc405,17c8b7df-21cc-4394-b4da-f0a1a25a0349,Pollution complaint,Environmental,Low,Pending,2026-07-12T13:03:34.386490
5135d288-9605-4643-8822-9747598fd5be,b15a5972-d719-4d4d-8e88-5108ab792e71,d8ef4900-75f2-4b9f-9815-b7dc608e0862,Safety violation,Fire,Low,Resolved,2026-07-12T13:03:34.386496
eaec8691-414c-4645-ba2c-540d65ad5712,3b110939-6556-4dc1-8844-35b262e8dd8f,24353874-868b-46b4-8ac7-58527ba25067,Odour issue,Environmental,High,Pending,2026-07-12T13:03:34.386502
a21f5c56-9810-4afd-97dc-55615c9270fd,170289e6-456f-4a8c-915c-66132ddf8857,24353874-868b-46b4-8ac7-58527ba25067,Safety violation,Fire,Medium,Pending,2026-07-12T13:03:34.386509
81857e16-8307-443b-8f95-335e6967fb16,6c4ed149-3892-4682-ad8d-9c9a7166bade,17c8b7df-21cc-4394-b4da-f0a1a25a0349,Odour issue,Fire,High,Pending,2026-07-12T13:03:34.386515
b1618d82-e64f-48c2-af87-5681afbfe9b3,bb1c16fa-97a3-4e46-84c5-d9b31c943c1e,24353874-868b-46b4-8ac7-58527ba25067,Pollution complaint,Fire,High,Resolved,2026-07-12T13:03:34.386522
dbdfc092-ef87-4935-aab7-1e841c754f00,a31c648f-face-4618-b294-cdd949a50c79,24353874-868b-46b4-8ac7-58527ba25067,Odour issue,Fire,Medium,Resolved,2026-07-12T13:03:34.386529
73e7421d-20c1-4bf8-91b6-27f0f169f3bf,067aa5c2-bff3-486a-9e00-95fac44702c0,d8ef4900-75f2-4b9f-9815-b7dc608e0862,Odour issue,Fire,Medium,Pending,2026-07-12T13:03:34.386536
72fd8929-2e5c-427e-b4e0-588dac907a9b,0d91130d-50fd-4b77-9065-c51fbabf26ef,d8ef4900-75f2-4b9f-9815-b7dc608e0862,Pollution complaint,Hygiene,Low,Resolved,2026-07-12T13:03:34.386542
27b0fdc5-14d1-4ae8-a7d7-58367d1baa58,6e703501-8583-4b0d-b5b1-0c2a9423e547,24353874-868b-46b4-8ac7-58527ba25067,Pollution complaint,Environmental,High,Resolved,2026-07-12T13:03:34.386550
4f1d0552-206e-465a-b551-9410e18fc7d6,f2e0db4a-74f9-4c84-9c04-a47f9f9ac40b,a338e2f8-957f-46aa-8d6e-5d00ffabcfda,Pollution complaint,Hygiene,High,Resolved,2026-07-12T13:03:34.386558
69baa6f5-3f6f-4a17-9b2f-86e04db0ac92,5add2a2d-f9d2-4afc-a1e1-ef06b2983cac,a338e2f8-957f-46aa-8d6e-5d00ffabcfda,Odour issue,Environmental,Medium,Pending,2026-07-12T13:03:34.386565
68e98287-2863-44da-bc7e-3dd19bce6beb,199e4322-3c26-4dfc-b684-eb8a2e79bdf0,17c8b7df-21cc-4394-b4da-f0a1a25a0349,Safety violation,Environmental,Medium,Resolved,2026-07-12T13:03:34.386572
b5d476e7-efd2-4333-ba31-6dfb7fbbb855,09d12166-1f27-4c9e-aa23-943176b992bb,a338e2f8-957f-46aa-8d6e-5d00ffabcfda,Pollution complaint,Fire,Medium,Pending,2026-07-12T13:03:34.386579
d64b2578-bc4d-411d-8c03-4e29254fc568,da8bc045-6c13-4c4a-bf93-a72912d74f63,17c8b7df-21cc-4394-b4da-f0a1a25a0349,Pollution complaint,Fire,Medium,Resolved,2026-07-12T13:03:34.386586
f0ce15b2-8f31-44d3-930c-2bab616a06d2,bec7fd63-b20e-4605-ba58-301728def125,17c8b7df-21cc-4394-b4da-f0a1a25a0349,Safety violation,Hygiene,Low,Pending,2026-07-12T13:03:34.386593
3f6bf3ec-5b0b-4ee9-933f-d212eb5a2871,47b6803d-c075-44cb-842a-fe3958a6b8de,17c8b7df-21cc-4394-b4da-f0a1a25a0349,Pollution complaint,Hygiene,Medium,Resolved,2026-07-12T13:03:34.386600
3bd1e497-3100-4c10-a3ce-23051cb5cab4,56dcb998-4149-4eea-9ab4-9cd661623252,d8ef4900-75f2-4b9f-9815-b7dc608e0862,Odour issue,Environmental,Low,Resolved,2026-07-12T13:03:34.386606
9bda8c18-5ca9-4ca8-9e2c-b9eed1f9f03d,a1929af5-2501-4ad7-a4f6-2dfcae834210,a338e2f8-957f-46aa-8d6e-5d00ffabcfda,Odour issue,Environmental,High,Pending,2026-07-12T13:03:34.386613
f94a88c8-8772-4db9-98f0-4a04ba76c83b,a7a62cf7-c9d9-4f2e-8202-477a8419f061,17c8b7df-21cc-4394-b4da-f0a1a25a0349,Safety violation,Environmental,Low,Pending,2026-07-12T13:03:34.386622
f5b40558-c9a3-4d21-b8ec-9c8344a97a03,0d897c02-d06c-4082-9b24-821ae751ef0d,24353874-868b-46b4-8ac7-58527ba25067,Odour issue,Hygiene,High,Resolved,2026-07-12T13:03:34.386629
f1a078b2-a6ba-43c5-bdd7-c66a620f7225,ca1bb350-b159-447e-b8dc-feef56cc5fdb,d8ef4900-75f2-4b9f-9815-b7dc608e0862,Odour issue,Environmental,High,Resolved,2026-07-12T13:03:34.386636
ebf8dbd8-7108-4b72-b155-e4e7455dff5c,260d29c1-db68-4e22-8917-9d324765b1e9,24353874-868b-46b4-8ac7-58527ba25067,Pollution complaint,Environmental,Medium,Resolved,2026-07-12T13:03:34.386643
7b991a63-02fe-4a21-a0ff-bc75d57ea67d,7c4d3fcd-5eaa-4eea-a4d3-28ea723c296e,24353874-868b-46b4-8ac7-58527ba25067,Safety violation,Environmental,High,Pending,2026-07-12T13:03:34.386649
ca9a3f85-4531-4c66-8f62-59ec17c7a339,b891aa50-67d1-47e0-b050-45765fc8d55c,24353874-868b-46b4-8ac7-58527ba25067,Odour issue,Environmental,High,Resolved,2026-07-12T13:03:34.386656
99964566-3d56-4361-8c51-e4c4c62ab8d1,092f6dbb-fa25-4e9f-a564-24c4c5489385,17c8b7df-21cc-4394-b4da-f0a1a25a0349,Odour issue,Fire,High,Pending,2026-07-12T13:03:34.386662
6d5ddd24-7b13-403b-ba76-06a1ef4a3d48,526c5c93-6c14-408f-a989-7c2f04f0d912,24353874-868b-46b4-8ac7-58527ba25067,Safety violation,Hygiene,Low,Pending,2026-07-12T13:03:34.386669
54bc2158-f500-478d-8dd0-1f4cf1401aab,721cd948-51ae-439a-8182-4a1d725b3f90,d8ef4900-75f2-4b9f-9815-b7dc608e0862,Safety violation,Fire,Medium,Pending,2026-07-12T13:03:34.386676
876eabd8-4c89-412e-ab8d-d44b9eea154b,50264c3c-a231-40f4-a16e-717672b26cf3,d8ef4900-75f2-4b9f-9815-b7dc608e0862,Pollution complaint,Fire,High,Resolved,2026-07-12T13:03:34.386683
c13c697f-549b-4ef3-827d-81efc7ef7a52,942bb5b8-e238-4e4c-8309-fb1e1b53c8ab,24353874-868b-46b4-8ac7-58527ba25067,Safety violation,Hygiene,Medium,Resolved,2026-07-12T13:03:34.386689
c10e3ad5-4861-4ae1-9fc7-b83820793879,1ecea3bf-13c1-4d26-a11d-803a9aec47b2,24353874-868b-46b4-8ac7-58527ba25067,Odour issue,Environmental,Medium,Pending,2026-07-12T13:03:34.386698
8d1d8779-fd38-4008-9120-9458e2c745d2,c59a7a01-cc8b-4543-921f-6d983a95b5fa,a338e2f8-957f-46aa-8d6e-5d00ffabcfda,Safety violation,Hygiene,Medium,Pending,2026-07-12T13:03:34.386704
0c6d3da2-8f3e-46de-986e-de9560eb2307,dfc2d1f9-b587-4af7-8e70-9700dda43c9b,718472ee-2192-4e7b-9d38-124525a57358,Safety violation,Fire,Low,Resolved,2026-07-12T13:03:34.386711
df44c869-8b81-4453-b663-3ccec159f4b7,928834ca-5fec-460a-970c-f8c3f51340bc,17c8b7df-21cc-4394-b4da-f0a1a25a0349,Odour issue,Fire,High,Resolved,2026-07-12T13:03:34.386718
ccec726f-4275-46bc-98f4-9f8d29b4b8fe,ebb79904-077c-4a7c-b736-4c5eb6700469,17c8b7df-21cc-4394-b4da-f0a1a25a0349,Pollution complaint,Fire,Medium,Resolved,2026-07-12T13:03:34.386725
95487b45-4dec-4b29-af43-b80eb2ee24de,f6ef480c-f39b-448d-aaee-d0ec044e6bae,718472ee-2192-4e7b-9d38-124525a57358,Odour issue,Environmental,Low,Resolved,2026-07-12T13:03:34.386731
8e1b2d32-4b97-498e-904a-f2416134d732,47debdef-9916-4aac-8355-e0e9d38a8e8d,d8ef4900-75f2-4b9f-9815-b7dc608e0862,Odour issue,Hygiene,Low,Resolved,2026-07-12T13:03:34.386738
bd7c7e76-5f14-44ee-bb36-fe062ded8235,ad491179-7aa3-4a65-a0ce-3a9d546bba99,17c8b7df-21cc-4394-b4da-f0a1a25a0349,Pollution complaint,Hygiene,Medium,Pending,2026-07-12T13:03:34.386744
fcc1ce5a-a4dc-45b3-b5b4-33db29938518,2238d589-fcc7-480a-b826-e1b44470fe7a,718472ee-2192-4e7b-9d38-124525a57358,Odour issue,Fire,Low,Pending,2026-07-12T13:03:34.386751
52eb16d0-2a22-48b6-801a-4bb269d0fa67,d84efd63-279c-4daa-bd95-75abeb6ea340,d8ef4900-75f2-4b9f-9815-b7dc608e0862,Safety violation,Hygiene,Medium,Resolved,2026-07-12T13:03:34.386757
29af06e3-58dc-4185-a025-55a26c142dab,df285f8c-b576-4c6a-af3a-9e1d98de9c6d,24353874-868b-46b4-8ac7-58527ba25067,Pollution complaint,Environmental,Low,Resolved,2026-07-12T13:03:34.386764
740728c5-b63f-4d27-8ea6-a7b67fb2243f,a9cd9880-6f1a-4b80-af87-72d28dbc8ed5,17c8b7df-21cc-4394-b4da-f0a1a25a0349,Pollution complaint,Environmental,Medium,Pending,2026-07-12T13:03:34.386771
6b284498-a186-4269-aa38-678fa6f199b8,9269af3c-379a-4480-8a24-c651bd48c1e8,718472ee-2192-4e7b-9d38-124525a57358,Pollution complaint,Fire,High,Resolved,2026-07-12T13:03:34.386779
c2c42845-fb34-4f7e-b2b1-c019e34bfaab,b7bad141-5b01-47de-8840-76e5c9b6a931,24353874-868b-46b4-8ac7-58527ba25067,Safety violation,Hygiene,High,Pending,2026-07-12T13:03:34.386786
69cbb23f-857e-4901-b005-ba1ed4416d3e,cc6d38ae-0253-4459-a8bc-e1e78faee9ef,a338e2f8-957f-46aa-8d6e-5d00ffabcfda,Odour issue,Environmental,Low,Pending,2026-07-12T13:03:34.386793
0c4d67ee-1f41-485e-8fa6-9227e50e19d4,9277e5e4-1d15-4006-94d7-694851ae266a,24353874-868b-46b4-8ac7-58527ba25067,Safety violation,Fire,Medium,Resolved,2026-07-12T13:03:34.386800
913d52c3-85d8-4cf5-bd57-8fc33bf18e83,8ed901cd-58d7-4519-99a6-c875006e91cb,a338e2f8-957f-46aa-8d6e-5d00ffabcfda,Safety violation,Environmental,Low,Resolved,2026-07-12T13:03:34.386806
19bba5c9-2fb5-40fd-a6a5-b3737b203716,91aa1056-2fe3-4f97-b30e-931ecb0a231a,24353874-868b-46b4-8ac7-58527ba25067,Safety violation,Environmental,High,Pending,2026-07-12T13:03:34.386813
fe9a832a-520b-4bc9-a8bf-2c4efc6498d6,39aabfa8-23ac-4390-bf1b-2a5159ff4d69,718472ee-2192-4e7b-9d38-124525a57358,Safety violation,Fire,Medium,Pending,2026-07-12T13:03:34.386819
b9b3b9a3-faf9-44d4-912d-f79c34b31fb4,1c705cbb-92fd-4349-9fb1-d1ce3b3a8042,d8ef4900-75f2-4b9f-9815-b7dc608e0862,Odour issue,Fire,Medium,Resolved,2026-07-12T13:03:34.386828
27681372-40c5-4922-ac9a-856e3ba9e342,bdd5236e-0ed2-45bb-a3a8-54d18b073a96,718472ee-2192-4e7b-9d38-124525a57358,Safety violation,Environmental,Low,Resolved,2026-07-12T13:03:34.386834
58d9c8db-c7d1-4ed4-9da2-c5706c2718dc,be65ab23-7785-4496-9f3e-f07d5b9d4f91,a338e2f8-957f-46aa-8d6e-5d00ffabcfda,Pollution complaint,Environmental,Medium,Resolved,2026-07-12T13:03:34.386849
895c4e7b-1d3b-40b9-8578-8ea02f39fa02,26182595-9d90-4bbb-9d0d-1e62cd941914,a338e2f8-957f-46aa-8d6e-5d00ffabcfda,Safety violation,Environmental,Medium,Pending,2026-07-12T13:03:34.386856
df5a45ec-8a04-4c0e-b11b-2db58b17d0f3,edda3bac-0929-4705-bf04-c24d8cb2550a,d8ef4900-75f2-4b9f-9815-b7dc608e0862,Pollution complaint,Hygiene,Low,Resolved,2026-07-12T13:03:34.386862
8f50660e-4152-4658-9047-7a3366d190b5,89c3250d-d0f4-4682-a52a-190cccc110ad,718472ee-2192-4e7b-9d38-124525a57358,Safety violation,Hygiene,Medium,Pending,2026-07-12T13:03:34.386869
1928cf23-fdd0-4209-a071-c242c41700b9,759723aa-ce56-4c03-b23c-c9716d5e6430,17c8b7df-21cc-4394-b4da-f0a1a25a0349,Odour issue,Hygiene,Low,Pending,2026-07-12T13:03:34.386875
d28a5ebb-67ad-4d07-b5fb-3e5d7b3451dd,6e295520-7ced-43b4-8d9a-f7302fbd901d,d8ef4900-75f2-4b9f-9815-b7dc608e0862,Safety violation,Hygiene,High,Resolved,2026-07-12T13:03:34.386882
3e796752-2851-484a-aaba-39cab0d61050,c8d9fee5-4147-4b3a-a3eb-c080565278c9,a338e2f8-957f-46aa-8d6e-5d00ffabcfda,Safety violation,Hygiene,Low,Pending,2026-07-12T13:03:34.386888
bb0fec41-a601-4aad-8a4f-25b0a180f9ad,c2eeb13e-5e8f-458c-b445-00f7cd5fc640,a338e2f8-957f-46aa-8d6e-5d00ffabcfda,Odour issue,Hygiene,Medium,Pending,2026-07-12T13:03:34.386895
27662d38-1f93-4d48-a728-d3b5b4857f82,445901d9-55ba-43a2-a8c4-8bf8ba43ecfb,a338e2f8-957f-46aa-8d6e-5d00ffabcfda,Odour issue,Hygiene,Low,Resolved,2026-07-12T13:03:34.386901
d39946fe-a2df-40a0-816c-b43c94738ee3,21bc48f1-ac56-43c0-8ec6-703f7b3c48df,a338e2f8-957f-46aa-8d6e-5d00ffabcfda,Pollution complaint,Hygiene,Medium,Resolved,2026-07-12T13:03:34.386907
fef255ef-4305-49d1-b456-6ebbf2e6e7dd,bf4cc5be-78c6-416e-969e-c581913d4c69,17c8b7df-21cc-4394-b4da-f0a1a25a0349,Safety violation,Hygiene,Medium,Resolved,2026-07-12T13:03:34.386914
1aa40275-9883-41b2-b721-e48b2aeaf27b,b1f69456-b4b8-4d86-88a9-2970866c2936,718472ee-2192-4e7b-9d38-124525a57358,Pollution complaint,Environmental,Medium,Pending,2026-07-12T13:03:34.386921
52aaee77-2ece-4c72-aaec-2ed9f6e5ae69,7e3f9a9f-b704-4166-8580-f9e43cabcdea,a338e2f8-957f-46aa-8d6e-5d00ffabcfda,Odour issue,Hygiene,Medium,Resolved,2026-07-12T13:03:34.386950
1add32d9-0679-4340-bf6a-9d27f96796de,7c3e94e8-ef81-460c-96e6-9d0d29d11931,24353874-868b-46b4-8ac7-58527ba25067,Pollution complaint,Environmental,Low,Resolved,2026-07-12T13:03:34.386963
b2bf62ec-b721-4212-ba97-3daa6ee19051,c9e6a25b-5220-4983-a8d2-91044e1efef1,17c8b7df-21cc-4394-b4da-f0a1a25a0349,Odour issue,Fire,High,Resolved,2026-07-12T13:03:34.386970
e14519d2-f07c-46e6-b023-d45362c3d415,01c8bdd5-e38e-4b9b-8bdd-c913474d97ae,718472ee-2192-4e7b-9d38-124525a57358,Pollution complaint,Environmental,Medium,Pending,2026-07-12T13:03:34.386977
698c7941-1a50-4134-853c-e32ffc33aa37,d562a321-261d-4608-9829-2607cad2c5c8,24353874-868b-46b4-8ac7-58527ba25067,Odour issue,Environmental,Low,Resolved,2026-07-12T13:03:34.386984
c155b951-416a-42c1-b34b-407ddf8b4058,3f672615-3a1b-48c3-bd26-483f9312c916,24353874-868b-46b4-8ac7-58527ba25067,Pollution complaint,Hygiene,High,Resolved,2026-07-12T13:03:34.386992
09aa8882-33fe-4a0e-ba76-dbb17e07b1c4,9893744f-68c6-434e-8d3e-cdb88022a201,24353874-868b-46b4-8ac7-58527ba25067,Pollution complaint,Environmental,Medium,Pending,2026-07-12T13:03:34.387001
e916f901-3c02-4ef8-9ac5-7fc19ae9b22b,108a5404-0ecf-4810-853d-f1e6a81bba30,17c8b7df-21cc-4394-b4da-f0a1a25a0349,Safety violation,Fire,Medium,Pending,2026-07-12T13:03:34.387007
2aa3627c-ae34-4f97-9646-a81c5cd60275,6fa89c02-2c50-49d4-b86b-a43f85f88326,a338e2f8-957f-46aa-8d6e-5d00ffabcfda,Odour issue,Hygiene,High,Resolved,2026-07-12T13:03:34.387014
81cabd36-d070-4669-aebd-9c2032765d8a,b30666ff-c5da-4603-99e3-62a9d7679b2a,24353874-868b-46b4-8ac7-58527ba25067,Odour issue,Environmental,High,Resolved,2026-07-12T13:03:34.387020
e8e67112-1593-4df3-9715-2186a93e856e,29acbc2d-e9bf-4654-9d3e-f464cb6cdee8,24353874-868b-46b4-8ac7-58527ba25067,Odour issue,Hygiene,Medium,Pending,2026-07-12T13:03:34.387027
64556b84-9f35-490a-bd77-6d948853cc9f,e255a2e9-8d78-4f93-aba2-9785ec19e13b,a338e2f8-957f-46aa-8d6e-5d00ffabcfda,Odour issue,Fire,Low,Pending,2026-07-12T13:03:34.387033
680f36d4-ee76-4a26-9643-27108190dd68,5d4ce0c0-832f-44bc-a148-68d5223761a6,a338e2f8-957f-46aa-8d6e-5d00ffabcfda,Odour issue,Fire,High,Resolved,2026-07-12T13:03:34.387040
